STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ORIGIN,Origin,TRAINING_PLACE,Place of training,HEALTH_PROF,Health profession,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2019,,3.94,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2020,,4.06,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2021,,4.16,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2022,,4.31,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2003,,1.71,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2004,,2.46,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2005,,3.33,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2006,,4.27,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2007,,4.97,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2008,,5.35,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2009,,5.66,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2010,,5.83,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2011,,5.94,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2012,,5.9,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2013,,5.81,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2014,,5.64,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2015,,5.66,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2016,,5.38,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2017,,4.97,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2018,,4.79,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2019,,4.77,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2020,,4.98,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2021,,5.21,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ITA,Italy,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2022,,5.22,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2003,,16.701,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2004,,17.562,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2005,,18.504,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2006,,19.343,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2007,,20.396,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2008,,21.639,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2009,,22.543,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2010,,23.541,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2011,,24.283,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2012,,25.101,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2013,,26.071,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2014,,27.14,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2015,,26.304,,B,Time series break,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2016,,27.331,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2017,,28.025,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2018,,28.808,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2019,,29.459,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2020,,30.244,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,SWE,Sweden,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2021,,30.41,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,GRC,Greece,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2005,,2.879,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,GRC,Greece,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2006,,3.103,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,GRC,Greece,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2007,,2.77,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,GRC,Greece,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2008,,2.658,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,GRC,Greece,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2009,,2.624,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,GRC,Greece,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2010,,2.622,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,GRC,Greece,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2011,,2.585,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,GRC,Greece,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2012,,2.577,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,GRC,Greece,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2013,,2.564,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,GRC,Greece,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2014,,2.552,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,GRC,Greece,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2015,,2.538,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2003,,63.81,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2004,,63.36,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2005,,62.66,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2006,,62.04,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2007,,61.4,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2008,,60.7,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2009,,60.31,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2010,,59.97,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2011,,59.84,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2012,,59.48,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2013,,59.11,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2014,,58.56,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2015,,58.48,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2016,,58.12,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2017,,57.84,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2018,,57.92,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2019,,57.81,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2020,,57.83,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2021,,57.83,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,ISR,Israel,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2022,,57.99,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2007,,14.472,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2008,,13.804,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2009,,14.083,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2013,,17.218,,B,Time series break,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2014,,18.323,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2015,,18.118,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2016,,18.292,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2017,,18.392,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2018,,18.06,,,,,,,,,,0,Zero
